accession,ref_f_unweighted,ref_f_weighted,n_matches
DRR163685,0.25060755141918045,0.5929443355933637,9152
DRR163687,0.37931802618619664,0.6162675381345064,22678
ERR10736386,0.3717021039741124,0.8755121149583429,3637
ERR1467147,0.6620421865827608,0.752128694500998,10648
ERR1470822,0.6591549906733052,0.7512258123507023,10238
ERR1512994,0.6741603678014028,0.7306639812605354,6297
ERR1512997,0.671215880892761,0.7340354741745256,5862
ERR1513006,0.6771989189424805,0.7477219380078243,9901
ERR1513007,0.6899937184464635,0.7758573325397189,8914
ERR1525434,0.7002441218038523,0.7538168746035102,3863
ERR1525436,0.6892328861368848,0.7530845275500039,6628
ERR1525443,0.6983026308265514,0.7802405278632748,10915
ERR1543776,0.7101572739185931,0.7761340849759751,3155
ERR1543794,0.7843337949303059,0.8177477944992216,3363
ERR1620360,0.8858620408825432,0.9752991044948859,4660
ERR1726689,0.2560706790529238,0.2609208442526803,44442
ERR1736742,0.8131170662904496,0.8566265523472644,2353
ERR1736747,0.8200542184605166,0.8851653681279139,4428
ERR1868847,0.18852960819192707,0.1998304969828463,5854
ERR1868853,0.312827499475845,0.4516496770036513,4173
ERR1868857,0.2973088423750199,0.8847710973851395,1704
ERR1869528,0.4436551322242709,0.9149954798187201,13206
ERR1869530,0.38089767356790627,0.4923767889292999,7084
ERR1877477,0.8091743119265818,0.9668180598673872,1423
ERR1877478,0.7896868671132256,0.973720716088064,1622
ERR1877481,0.7459372485919193,0.9811107964054896,1999
ERR2044644,0.8037316110511417,0.8644988430154671,3208
ERR209195,0.9051834470988839,0.9518451300665457,1206
ERR2114805,0.4658907582386084,0.5875478004923891,23613
ERR2114812,0.4514761410546476,0.6820629612098733,19695
ERR2135519,0.28952822064025924,0.6521065508804577,45120
ERR2144872,0.3039276693871452,0.4841751388353389,5114
ERR2200478,0.6419332596754413,0.6792735363983522,22469
ERR2241633,0.5102216451258936,0.7356743182977368,55509
ERR2241676,0.6211572802643821,0.8154760964997927,33177
ERR2241701,0.6057749053586212,0.8206468846236731,21599
ERR2241714,0.5905769538751686,0.7411370239907095,49073
ERR2241715,0.6365086217226977,0.7677856120842664,25530
ERR2241717,0.5694148568262265,0.7475785808240412,46415
ERR2241722,0.5856777027453826,0.6718099618609568,43334
ERR2241732,0.5552837789968467,0.8633141918982704,15076
ERR2241760,0.6626323369630209,0.870544930642795,26604
ERR2241791,0.44717661458346614,0.8944323235443657,15620
ERR2241825,0.0944214237474289,nan,195
ERR2241858,0.6420756826127791,0.8000563170468067,25817
ERR2241862,0.589524171008298,0.8002307141450217,37993
ERR2241911,0.5050186782108084,0.8707671093996091,19920
ERR2241945,0.5888590946814283,0.8791692162997529,24030
ERR2241955,0.4712354959037328,0.7426024061206042,19416
ERR2241961,0.3064289902205625,nan,1253
ERR2241969,0.6247135470413698,0.7486468225026283,28121
ERR2241980,0.6665149345330172,0.7601085924410569,26537
ERR2486211,0.23293172690762984,0.9593736311870346,55
ERR2486297,0.23412698412697477,0.9620870671827775,113
ERR2486357,0.217603911980438,0.8618451553082985,86
ERR2538418,0.6951794385876979,0.6192348824871793,8394
ERR2538464,0.5722880906032639,0.6684161778326644,2250
ERR2538501,0.7118618159583064,0.6638086374527237,4162
ERR2538511,0.6298159671652677,0.7442522362682044,1589
ERR2592264,0.14233264020357428,nan,392
ERR2592274,0.586004781055814,0.6611762614506891,35932
ERR2592279,0.5703374926717771,0.6835606110513333,37944
ERR2592280,0.5626892126163134,0.7063792881922139,45827
ERR2592337,0.6218844656519759,0.7193955146076279,33803
ERR2592341,0.5718967493077562,0.699802411284582,26686
ERR2592342,0.4909626467208007,0.6849751652969562,51264
ERR2597331,0.6409867390897003,0.8153092664911302,31232
ERR2597356,0.43114988260889203,nan,6910
ERR2597380,0.6182848212537272,0.7524867774464878,30832
ERR2597468,0.5955144941334104,0.7065185514540329,27430
ERR2597511,0.2642561525229906,nan,3245
ERR2607372,0.5556090665972528,0.7184109455627901,39531
ERR2607383,0.5962002831051778,0.7585708888071351,25730
ERR2607386,0.6234167777697153,0.7525987166404344,35690
ERR2607419,0.6713144324188138,0.7361209874034945,10454
ERR2607426,0.1889562893131759,nan,637
ERR2607439,0.5671112464911449,0.6355498309450974,25593
ERR2607464,0.5813715676598772,0.6427862147231045,25871
ERR2607476,0.6079849878152848,0.6467170963004177,22751
ERR2607480,0.1495718580803551,nan,293
ERR2607482,0.6325033902885999,0.7193769395515538,18358
ERR2607486,0.5938747791624239,0.8817675914257185,30689
ERR2607489,0.6119234778683853,0.7312312196625318,26811
ERR2607497,0.5748497242606522,0.7460640471242467,39327
ERR2607498,0.6327069792369943,0.7825783523383875,33612
ERR2683605,0.5384186823900606,0.6812560986427748,4421
ERR2683623,0.5452079143081398,0.7324181257634809,4485
ERR2683633,0.5113280478513668,0.6691828360099296,7290
ERR2683638,0.5337822837266191,0.635813005891746,2978
ERR2683639,0.5395030264414211,0.6394068748595821,2802
ERR2683641,0.5176736219244809,0.6248529461194582,2886
ERR2683645,0.4769554491359716,0.6356157315047984,13293
ERR2696427,0.44362675050010003,0.45300239790089514,10725
ERR2709732,0.5361773823959336,0.5672848403813381,27461
ERR2709810,0.515332307337124,0.5381135362892618,27543
ERR2749675,0.8359880677660394,0.9299671197302561,1944
ERR2749813,0.8505392912170299,0.9379460438807751,3065
ERR2749913,0.3194156282606334,0.38796122199030547,14021
ERR2750096,0.8825275657335155,0.9531902887315428,2471
ERR2750405,0.37888157604073597,0.621571310023101,8217
ERR2784785,0.43530826818169205,0.8394301010845009,8568
ERR2784837,0.5883691360495078,0.8606986331525546,9894
ERR2784838,0.566718600002633,0.8407029102647132,10924
ERR2806351,0.8540395411274371,0.9741628420873704,4047
ERR2808647,0.5860779673269948,0.6825477256184123,22558
ERR2808663,0.5133979552990361,nan,10967
ERR2808667,0.6080122314943076,0.6659208859039072,22711
ERR2815290,0.181411974977653,0.37296868806975825,201
ERR2815304,0.17901748542880064,0.9410202117420596,212
ERR2815340,0.20285499624340583,0.736721929911645,262
ERR3083899,0.41300053337501,0.4560095518115773,22389
ERR3219773,0.5635674432465576,0.5743656015037594,11555
ERR3261535,0.33315265261847204,0.9360822158165184,3265
ERR3273281,0.3383163520960891,0.9391777770903579,2671
ERR3285591,0.5318965517241216,0.761218071642249,360
ERR3339002,0.4434542260791107,0.5706129562965255,11126
ERR3357521,0.9047103801484626,0.967957098114698,3402
ERR3357551,0.8569340839483988,0.9478580643445185,6256
ERR346403,0.9178082191780779,0.9632477518571615,99
ERR346536,0.936691626957112,0.9529935675408214,38
ERR3593047,0.5440739973767993,0.9581142430653371,3623
ERR3593857,0.7564376385250775,0.9568022800665427,4146
ERR4398714,0.6218839200757582,0.8910978259706062,20456
ERR4398738,0.6696638669891835,0.7812656017756425,19343
ERR4398740,0.5984904412973798,0.8849627950690386,16598
ERR4398741,0.6880601809708351,0.8507791529874377,26743
ERR4398771,0.6794633238661869,0.8893487540219878,21115
ERR4398795,0.6244987090037547,0.736133254517818,30177
ERR4398803,0.6554004140482198,0.8075577266732736,31584
ERR4398804,0.6438013341393014,0.7810996674805418,33099
ERR4398824,0.6955017500558179,0.8961090419209129,22228
ERR4404428,0.4384639460272488,0.44598979185245624,23968
ERR4404431,0.4204267950669468,nan,19501
ERR478992,0.9393441678191742,0.963023377116032,3014
ERR478993,0.9412812922138595,0.9632658823529412,2966
ERR479023,0.9151059526948624,0.9488178913738019,2127
ERR479401,0.9574990452287551,0.9760243335122563,1506
ERR479404,0.9585629270442138,0.9758391906982855,1440
ERR4869744,0.41243582254704547,0.4580546872080462,45513
ERR4869841,0.1690082243109486,nan,4421
ERR4869843,5.135304909365456,nan,14708
ERR5083173,0.7437258687256265,0.82353500761035,3175
ERR5083325,0.7230632235084246,0.7675364283293798,2042
ERR5084157,0.8966789667896671,0.8892307692307693,78
ERR5094858,0.3220505591919481,0.497664967887388,11521
ERR5094860,0.3130256344815542,0.6464627098049905,18054
ERR5094899,0.42356287261339964,0.4905770893114117,8550
ERR5100215,0.43258915627704175,0.9404452418439456,2027
ERR5385022,0.48396528214775414,0.5689990360329795,43804
ERR5866883,0.1148887466293693,nan,1281
ERR589817,0.8051450986362942,0.968735183180123,6026
ERR5916860,0.76275992438549,0.8518701598286373,1519
ERR5916864,0.7417565673186197,0.8671671960727693,2331
ERR5947604,0.7528924921878877,0.9602817004597323,4321
ERR6760079,0.7810207812827091,0.9440699775825161,13732
ERR738549,0.4721695399235262,0.5662333334115665,32729
ERR770997,0.499709658687318,0.5750924176456091,6291
ERR9465708,0.6351681593151406,0.89854186606669,17162
ERR969491,0.74137341988382,0.9782743489459125,351
SRR10484996,0.22893809876337146,0.3218027170627317,8063
SRR10527384,0.6329876902546038,0.901534136631356,14708
SRR10527386,0.5213206725877759,0.8754558450272778,22814
SRR10527388,0.5766055165344652,0.8240587130649042,20343
SRR10527395,0.5004968387940782,0.7446029264874796,30595
SRR10810004,0.4931933786126491,0.906051317802213,6074
SRR10810018,0.42455768939960653,0.9323304944143347,6234
SRR10810020,0.43664238008471457,0.918661913628184,6638
SRR10810030,0.44257024924569804,0.8818362157981029,5387
SRR10810033,0.47284822155820966,0.9149468062914599,5419
SRR10914156,0.376085222206175,0.9166496788373654,8772
SRR10914157,0.37168206751733424,0.8205342314422136,11238
SRR11086695,0.4832015891550766,0.5493485591661558,56272
SRR11267042,0.43435840434708495,0.8985841072742436,9265
SRR11267046,0.4435664019618382,0.9112630674309294,13952
SRR11267052,0.4484654985401578,0.8260850784516814,12285
SRR11267059,0.45031694839854103,0.922036796605339,13155
SRR11267065,0.4427918385541904,0.9318716599551345,8955
SRR11267067,0.40563728647553676,0.9070927918106448,15435
SRR11267069,0.40535243847486857,0.9077833513420681,12478
SRR11267080,0.4457982097850306,0.8885965487376082,10618
SRR11615782,0.7525154798759324,0.9531430967690403,3277
SRR1162581,0.4641812865496513,0.747359282303574,625
SRR1202081,0.3835892596719855,0.7807183762843187,5277
SRR1209978,0.3085642317378867,0.3407387580299786,5200
SRR12180950,0.32071272103635684,0.4012966831948596,26558
SRR12180953,0.33562219520588044,0.4009796054518209,22932
SRR12180962,0.3922166550636399,0.4596273487613999,18228
SRR12180965,0.36987049712249437,0.587176026706795,17691
SRR12180974,0.3517456966545244,0.47252784557059324,21519
SRR12180981,0.41560744587069454,0.4054140231717571,17236
SRR12180990,0.37430469349619355,0.43707693311904705,19135
SRR12181004,0.37778686290455166,0.4596343004105942,14487
SRR12181026,0.38874550883031955,0.45215933501222144,25137
SRR12181032,0.36811828468158087,0.4774171584203359,19384
SRR12181056,0.3602348764165033,0.43790256700591773,19629
SRR12181057,0.38264249497412856,0.4794445349936434,18416
SRR12203209,0.5916649558611684,0.7732175400751292,3663
SRR12203214,0.4763866411647966,0.6493919256126711,6653
SRR12270102,0.5817958179580814,0.8821312346416949,6428
SRR12272146,0.7940231811199203,0.9166666666666666,1769
SRR12272154,0.7967630447608989,0.9068147246729541,1408
SRR12272220,0.5818902209922177,0.859252451457634,3895
SRR12479754,0.37761482531136703,0.5164416954952051,24302
SRR12479795,0.46415374189645286,0.5721260541500222,14799
SRR12479862,0.4518999011449435,0.5932719189697053,16773
SRR12480242,0.47098740821908025,0.6242190872844554,20911
SRR12524504,0.6584353066547598,0.9760038917027426,3510
SRR12524513,0.3415984535708563,0.578294396841563,12501
SRR12524521,0.49577323326712935,0.9170514940356679,5528
SRR12651209,0.2151015506523781,0.2108601695378555,17438
SRR12651216,0.20775460997699832,0.20955770585400216,18112
SRR13122252,0.1653374247927575,33.24520547945205,2196
SRR13256637,0.3686655405404795,0.4147209899603082,2155
SRR13256651,0.38394901921724855,0.39802118621283,2549
SRR13256661,0.3729091841969455,0.38628919045390736,2730
SRR13256662,0.41585495226142466,0.4331604483854777,2630
SRR13256664,0.40617721518983896,0.42389497219514993,2627
SRR13256666,0.4107277526394494,0.4347961406784936,2987
SRR13753927,0.4601625620553251,0.7249568466776684,7426
SRR13753928,0.4909044738906043,0.8837866068319857,8387
SRR13840021,0.624834290764329,0.9211029610296103,1477
SRR13840086,0.6559859772129376,0.9222710679985326,3666
SRR13840094,0.6231072838176688,0.8869913213429814,1864
SRR13840154,0.635834026869446,0.8790714213146399,1973
SRR13840155,0.720902833756976,0.9109458958680748,1909
SRR1437744,0.860335195530666,0.9254547767459611,823
SRR1437929,0.8538409245411089,0.9250796578903236,817
SRR1462028,0.8623915401300769,0.928363060510085,839
SRR14679312,0.6478173468216016,0.907936656166829,7994
SRR14679314,0.7071645038463009,0.924838804473716,3153
SRR14679321,0.656213149759081,0.909612092965705,3996
SRR14698350,0.6484163904282457,0.9397052944285643,8695
SRR14862894,0.55495596976852,0.9026527482216161,16851
SRR1490884,0.8345659789801403,0.9215830573612985,917
SRR1491252,0.8393849334539245,0.9180961083191428,909
SRR1491489,0.8319448060400746,0.9195721744989052,924
SRR1491502,0.8378517281253726,0.9199214756042697,895
SRR1491523,0.8392320752252764,0.9199064000985262,916
SRR14920983,0.6769282435909971,0.9205227959616745,6194
SRR15429249,0.5096925715133808,0.6401265307400795,15745
SRR15429253,0.18139987827041693,0.38754473704315323,12116
SRR15431164,0.6053023816316828,0.9439186030706189,3733
SRR15604502,0.7361228685449678,0.9520889123500029,13349
SRR15604521,0.6733617178816552,0.9660521955064962,10622
SRR15604544,0.41365795984484566,0.9617186763367387,8282
SRR15604559,0.7644786054404036,0.9562225545554298,12324
SRR15604608,0.5872844005916517,0.9169469343032369,15348
SRR15604628,0.5981690523292569,0.9390939015257763,15617
SRR15730559,0.6832269371516757,0.9614692194032363,14752
SRR1621002,0.4409325750007428,0.8030551868433485,4980
SRR1623055,0.6335600907029354,0.896336957669165,419
SRR1631037,0.5037022973228991,0.6774100303512068,1248
SRR1631038,0.49357375791281244,0.6788520669627605,1204
SRR1631039,0.5036651234567873,0.6771390702469197,1256
SRR1631040,0.5082320658564683,0.6812209621821452,1229
SRR1631102,0.6737677527150698,0.8639288158795345,841
SRR1631286,0.6242174377767485,0.9259083885759857,1278
SRR1631310,0.7028505835084939,0.8466113045807662,4317
SRR1631311,0.7106800654357959,0.8480222641665404,4351
SRR1631312,0.7065088304024004,0.845919585720227,4382
SRR1631382,0.8799769186381898,0.937343984023964,191
SRR1631384,0.7989714820008892,0.9305616740088106,567
SRR1631485,0.6742816091949946,0.8361663230775215,5302
SRR1631660,0.45943097997888654,0.7341677408624059,819
SRR1631700,0.7805263157894456,0.9057496360989811,368
SRR1631701,0.7988228999464924,0.9047444586920681,384
SRR1632443,0.5522811794394215,0.6687093197457404,13685
SRR1632446,0.5524852791208534,0.6672462745493338,13704
SRR1632820,0.5574146981626228,0.7259672060872361,3055
SRR1632844,0.5854388297870424,0.7455577752076543,2653
SRR16348845,0.6172050085322465,0.7927500263726258,7272
SRR16350248,0.6176118336727899,0.8241462502973258,6597
SRR16350269,0.5268088737194926,0.7320238259813792,8527
SRR1702229,0.5846719677346106,0.6524747717443536,17800
SRR1702231,0.5948417063917267,0.6458755152874684,16651
SRR17134014,0.35396399345276464,0.4574474840610633,15194
SRR17188270,0.4133943300276915,0.6297961776299811,11968
SRR17188285,0.40354845194984673,0.646091467492696,12368
SRR17188293,0.4167426069860166,0.576864238875057,11426
SRR17257162,0.2328676558242691,0.46030007422625385,25737
SRR18439529,0.23334184508354489,nan,5181
SRR18439541,0.3694400923015442,0.6086806099967685,37515
SRR1873831,0.31525658807210244,0.897123049622567,1764
SRR1873835,0.30833135532865985,0.9706158670674422,2039
SRR1873853,0.33152622274583926,0.9573714305622695,2152
SRR1873866,0.30350751610581383,0.9693111261889826,1979
SRR18825440,0.3925633432049226,0.7760081328363266,1027
SRR18825454,0.5646108663729152,0.910268270120259,783
SRR18825498,0.4999999999999258,0.940491612151046,1316
SRR1917097,0.3686087647099162,0.49586199292387817,31689
SRR19715303,0.6494833782560856,0.9495081795979401,10070
SRR19715304,0.5510147409343067,0.8678454750425628,11206
SRR19715306,0.5930219359229667,0.9145080455848786,9857
SRR19721631,0.7724779883597627,0.9321946960175103,6838
SRR19721640,0.7160753210598149,0.9584632060159834,4709
SRR19721644,0.7553747607123397,0.9541379893574115,6714
SRR19759423,0.577213880666073,0.8890943114445854,24481
SRR19759466,0.6819392245367285,0.9374851189612019,11929
SRR19981115,0.6590549542044324,0.9595005458622079,6442
SRR19981116,0.7352289679489525,0.9718812993290744,4976
SRR19981121,0.7356063914698624,0.9540087609559194,7383
SRR2005654,0.6306947608200066,0.8511909736732135,527
SRR2107177,0.6200056457082146,0.739116595661329,23124
SRR2145437,0.4108927597927149,0.7149005989081331,7341
SRR3017101,0.31312032630860387,0.31128954682468873,3244
SRR3181937,0.5294717519885382,0.8396856249471816,1051
SRR3183385,0.4630659253375279,0.8898704700916897,1114
SRR3183804,0.5061450225316957,0.7382056718791412,1155
SRR3183877,0.5135021687421291,0.7597285765691667,1951
SRR3183878,0.493633161744689,0.7610816967308994,2913
SRR3183879,0.5007422527369778,0.7627380501954849,2900
SRR3187445,0.5536435927517882,0.8350922687251237,1654
SRR3187449,0.4639357491446731,0.852818509339575,5878
SRR3188781,0.49842566590057535,0.8856169651686628,2674
SRR3211757,0.3189189189188965,0.7997924638433102,794
SRR3211767,0.3980627306272922,0.8202376729336645,521
SRR3211773,0.3538882138516852,0.8085832723725921,818
SRR3211797,0.3268175582990306,0.7583373224828467,642
SRR3211803,0.3876651982378668,0.8532318795105115,637
SRR3211805,0.3787276341947917,0.8430412025231513,713
SRR3736995,0.7797954434099096,0.9473388645338937,4125
SRR3933279,0.3931497696661224,0.787648639716657,5722
SRR3933375,0.5633681073022769,0.9019040625026178,5014
SRR3933377,0.5842237989396587,0.8718581925611696,6914
SRR3961740,0.4590898901587206,0.8334411514241125,9593
SRR3988310,0.38180797304883585,0.5051146465929296,408
SRR3988333,0.4209097080787255,0.7793092615499401,381
SRR3988341,0.45354729729723564,0.8517362361761449,636
SRR3988346,0.44079224610196843,0.7602564447916386,600
SRR3988358,0.41688936397645127,0.9422077922077922,343
SRR3988403,0.42512619181155115,0.9371256643140342,378
SRR3988555,0.5409226190476129,0.9683520944823768,305
SRR3988577,0.46084337349397003,0.9471116973954659,326
SRR3988612,0.4910891089108734,0.9744912473685209,303
SRR3989398,0.4846311475409767,0.8939564372635239,256
SRR3989408,0.5687606112054133,0.9583317257610248,272
SRR4420316,0.28237245231955543,0.5271863206448306,4874
SRR490749,0.26348417473187136,0.6308007958219348,6568
SRR5106331,0.6156901297675264,0.9360168605697006,7779
SRR5155805,0.8374122557388503,0.9364953476185756,1925
SRR5214155,0.47337410542883246,0.514889255283776,31434
SRR5216255,0.44415244119838665,0.6885733829072508,24312
SRR5216258,0.31152475016042513,0.4677013429315277,7783
SRR5237156,0.46693517452931654,0.8950676252430595,10178
SRR5247126,0.26197266966402377,0.5744861783194688,41247
SRR5382232,0.6785001166916733,0.8690481954545014,5701
SRR5382236,0.6661491072095604,0.8560691170476125,5944
SRR5382245,0.7071453940781659,0.8476866768855382,4559
SRR5382246,0.6429208273892151,0.7889966555183946,5391
SRR5788051,0.3716912451731697,0.5496886607927934,45978
SRR5788065,0.45702144243598375,0.5918143290559444,22205
SRR5788211,0.4062169824788013,0.5407722805654694,36330
SRR5788335,0.40790698948262094,0.5480378991905537,32615
SRR5790604,0.8104553119729881,0.9522701748756618,385
SRR5790612,0.7654642370149772,0.8638449421272516,886
SRR5790618,0.9651639344262171,0.9847301136363636,232
SRR5790624,0.949389806173703,0.981672689726381,287
SRR5790649,0.31729055258467015,0.38115942028985506,145
SRR5790659,0.8089348813730187,0.9110059704855243,491
SRR5790663,0.38194566170023425,0.5165289256198347,978
SRR5790665,0.9047508690613887,0.9437718590260963,442
SRR5924453,0.571348305838121,0.8527709903614266,12828
SRR5924853,0.270572800762953,nan,17601
SRR5997549,0.502915090242511,0.5589764965564281,15182
SRR6028422,0.6546184738950952,0.895459388815956,5825
SRR6038404,0.41404484616713877,0.8829506595017098,1263
SRR6038487,0.7149604288996326,0.9537876162314822,1237
SRR6145084,0.3675364857951756,0.4713612821374986,27711
SRR6216717,0.2926785714285272,0.5448509365930877,7098
SRR6216867,0.22638756550709066,0.3033229412211999,6321
SRR6311223,0.3640475417809703,0.5296343229543808,9124
SRR6323218,0.8592383830492639,0.9464726989161762,6399
SRR6323232,0.8740883825438592,0.9335953438599462,5351
SRR6323280,0.8481718985078646,0.9386322747432497,7630
SRR6323294,0.8220254565572035,0.9025674297896005,10011
SRR6323404,0.8842323904941506,0.9450622835213562,1934
SRR6323454,0.5914356371206522,0.9367081534163069,3081
SRR6323480,0.42949967511369136,0.4264631043256997,427
SRR6323531,0.857741469769808,0.9355854095579405,6555
SRR6323545,0.8532009969468236,0.9461955826741446,7442
SRR6323551,0.9023409716421941,0.962013108933875,3238
SRR6403508,0.1496713335405823,nan,788
SRR6415005,0.6123982326674845,0.7690299182704204,17345
SRR6514661,0.43258125648026935,0.9042565400106017,6455
SRR6514671,0.39484199055573227,0.9108380501328405,2189
SRR6514675,0.38959742708203415,0.9061828792197442,2334
SRR6514676,0.39524905818323275,0.9052879792597611,2535
SRR6514678,0.4737176611334482,0.9222532612317076,6182
SRR6514684,0.403622250970077,0.9164944241492021,2479
SRR6713626,0.5709290538609808,0.7391124280776835,29095
SRR6713632,0.5109826235918545,0.6881631917220408,30798
SRR6713633,0.51652452322853,0.683791359798353,28719
SRR6713634,0.5093658495328672,0.6782665826658266,29882
SRR6713636,0.5063713895890769,0.6699736513758844,29951
SRR6765262,0.6226731096585857,0.7015424885481911,6581
SRR7287194,0.3992578374919851,0.7377275961415091,7871
SRR7287209,0.3956716633729825,0.8295859409903027,8395
SRR7287210,0.43316480145365616,0.8818499669104943,7241
SRR7287222,0.4049544449833309,0.8758267138459406,7999
SRR7287225,0.4796457088001694,0.9045203529169076,4696
SRR7287242,0.3944599994559178,0.8376171983478725,7474
SRR7468287,0.5012345679006591,0.5515156738653993,11217
SRR7610116,0.3343985578495141,0.599000252229942,7023
SRR7610121,0.3364143967401899,0.5144750468738366,10273
SRR7610122,0.3197260520853484,0.6591241925434416,8309
SRR7610123,0.34404963338933303,0.633967643548601,8006
SRR7610128,0.3347967064991487,0.5933609234954256,10547
SRR7610129,0.3549842745787632,0.5965048580040062,7625
SRR7610131,0.321484651016401,0.5027220199726128,9899
SRR7610133,0.29806797020405323,0.5262950772753291,14137
SRR7610135,0.2761321840691982,0.4110609408524674,12161
SRR7664943,0.34742345033595023,0.9612636964811507,1417
SRR7664959,0.40759293435274896,0.9755690252350322,776
SRR7664984,0.3865557316428502,0.9660749641564825,1509
SRR7664985,0.3186375935062521,0.9520226367637812,1170
SRR8246563,0.0500991024380288,nan,1223
SRR9113734,0.27062031356504124,0.40095502156500307,2064
SRR9182871,0.1201430357705647,nan,1406
SRR9217436,0.8184031158714512,0.8370699652106687,325
SRR9219370,0.3377580332684101,0.3182295944572428,41380
SRR9219371,0.33611765359209433,0.3184889287268523,42076
